25/05/2017
SCRIP CODE	SCRIP NAME	CAPITAL(No. of shares in lacs)
517423	Integra Switchgear Ltd.	31.87300
517429	Athena Global Technologies Lim	103.68600
517431	Narmada Macplast Drip Irrigati	36.23000
517433	Innovation Software Exports Lt	30.00000
517437	Dutron  Polymers Ltd.	60.00000
517447	R S Software India Ltd.	257.08318
517449	Magna Electro Castings Ltd.	45.82200
517463	Linaks Microelectronics Ltd.	173.35300
517465	Odyssey Video Communications L	34.50000
517467	MARSONS LIMITED	250.00000
517471	Koa Tools India Ltd	347.30000
517473	Datapro Information Technology	1489.37500
517477	Elnet Technologies Ltd.	40.00007
517481	Artech Power Products Ltd.	148.38715
517483	Micro Energy (India) Ltd	71.50000
517492	STI Products India Ltd.	40.00000
517494	Accel Transmatic Limited	110.37401
517496	Ricoh India Ltd.	397.68161
517498	Websol Energy System Limited	219.73066
517500	Roto Pumps Ltd.	155.00305
517504	Gem Cables & Conductors Ltd.	63.60000
517506	TTK Prestige Ltd.	116.41190
517508	Dynavox Industries Ltd.	41.00000
517514	D & H India Limited	74.00000
517516	Datar Switchgear Ltd.	79.50000
517518	Lloyd Electric & Engineering L	403.32260
517522	Rajratan Global Wire Ltd	43.51800
517526	Inditalia Refcon Ltd.	119.01000
517530	Surana Telecom And Power Limit	1451.55113
517534	Nivyah Infrastructure & Teleco	745.14928
517536	Onward Technologies Ltd.	153.33870
517538	Digital Multiforms Ltd.	42.20000
517540	Nexus Software Ltd.	111.60000
517544	Centum Electronics Ltd	127.52696
517546	Alfa Transformers ltd.	63.05588
517548	Starlite Components Ltd.	171.00000
517552	Advanced Micronic Devices Ltd.	52.81100
517554	NHC FOODS LIMITED	118.55000
517556	PVP Ventures Ltd	2450.52701
517562	Trigyn Technologies Ltd.	297.39486
517564	G.R.Cables Ltd.	288.94861
517565	Ashco Niulab Industries Limite	649.83100
517567	Rams Transformers Ltd.	34.50000
517569	KEI Industries Ltd.	777.97438
517571	IMP Power Ltd.	86.36563
517973	DMC Education Ltd	332.98208
518011	Keerthi Industries Ltd	80.16738
518017	Bheema Cements Limited	281.38930
518029	Gujarat Sidhee Cement Limited.	861.53852
518042	P.R.Cements Ltd	37.92500
518053	Sri Chakra Cements Ltd.	171.90080
518071	Somani Cements Co Ltd	71.68900
518075	Suraj Products Ltd.	114.00000
518079	Mahendra Cements Limited	64.50000
518091	Anjani Portland Cement Ltd.	252.85696
518093	Gangotri Cement Ltd.	33.35500
519003	Modi Naturals Limited	111.17934
519014	Prashant India Ltd	42.35443
519022	Ashoka Cotseeds Ltd.	15.40000
519027	Prestige Foods Ltd.	56.90000
519031	Shah Foods Ltd	5.97500
519045	Kedia Vanaspati Ltd	24.61000
519064	Khandelwal Extraction Ltd.	8.50100
519091	Tasty Bite Eatables Ltd.	25.66000
519097	Ritesh International Ltd	85.52900
519105	AVT Natural Products Ltd.	1522.84000
519126	Hindustan Foods Ltd.	129.92500
519136	Nahar Industrial Enterprises L	398.25673
519140	Vegepro Foods & Feeds Ltd.	212.80000
519152	Vadilal Enterprises Ltd.	8.70000
519156	Vadilal Industries Ltd.	71.87830
519168	Nijjer Agro Food Ltd.	102.00000
519174	Ashiana Agro Industries Ltd	46.00000
519183	ADF Foods Limited.	212.01461
519187	Fortune Foods Ltd	43.60000
519189	Mansinghka Oil Products Ltd.	43.80000
519191	Jolly Merchandise Ltd.	48.30000
519192	Satguru Agro Industries Ltd	45.00000
519200	Navcom Industries Ltd	88.36997
519214	Williamson Financial Services 	83.59136
519216	Ajanta Soya Limited	154.96598
519222	Indo Biotech Foods Ltd	220.81311
519224	William Magor & Company Limite	109.56360
519228	Temptation Foods Limited	404.57100
519230	Richirich Inventures Limited	48.00000
519234	Superior Industrial Enterprise	138.50000
519238	Saptarishi Agro Industries Ltd	244.94200
519242	Sarda Proteins Ltd	17.25900
519244	Himgiri Foods Ltd.	88.00000
519248	JVL Agro Industries Limited	1679.40000
519260	Sanwaria Agro Oils Ltd.	3680.50000
519262	Prima Agro Ltd.	51.94900
519273	Unno Industries Ltd	4264.28750
519279	Madhur Industries Limited	40.90000
519281	Agro Dutch Industries Ltd.	543.65000
519285	Tarai Foods Ltd.	177.28120
519287	Modern Dairies Ltd.	233.19861
519295	Bambino Agro Industries Ltd	80.08846
519299	Prime Industries Ltd.	79.00000
519303	Trombo Extractions Limited	41.50000
519305	Suvarna Aqua Farm & Exports Lt	166.70000
519307	Vikas WSP Ltd.	1374.39600
519313	SYP Agro Foods Ltd.	35.00000
519319	Aashee Infotech Ltd.	37.05720
519323	Murli Industries Ltd.	590.11000
519331	VSF Projects Limited	58.68950
519335	Milk Partners India Limited	119.30000
519347	Gujarat Aqua Industries Ltd.	43.00000
519353	Bansisons Tea Industries Ltd.	63.30000
519359	Poona Dal And Oil Industries L	57.08000
519367	Transglobe Foods Ltd.	28.97900
519373	Vimal Oil & Foods Ltd.	150.20000
519375	RMI Foods LTD.	76.60000
519383	Anik Industries Limited	277.53486
519393	Dalmia Industries Ltd.	30.00000
519397	Sharat Industries Ltd.	220.10000
519403	Milk Specialities Ltd.	90.03100
519413	Ruia Aquaculture Farms Ltd.	50.00000
519415	KMG Milk Food Limited	53.04600
519417	Moneshi Agro Industries Ltd	31.40000
519421	KSE Ltd.	32.00000
519430	Prakash Solvent Extractions Lt	33.50000
519439	Pioneer Agro Extracts ltd.	43.97900
519441	Jaidka Industries Ltd.	44.06020
519451	Vadilal Dairy International Lt	31.94150
519455	Narbada Gems and Jewellery Lim	29.65710
519457	Virat Crane Industries Ltd	204.23750
519459	Chakan Vegoils Ltd.	60.00000
519463	IB Infotech Enterprises Ltd	12.80721
519469	Rattan Vanaspati ltd.	74.20000
519471	Ambar Protein Industries Limit	57.50000
519473	Trillenium Technologies Ltd.	53.10000
519475	Chordia Food Products Ltd	29.80100
519477	CIAN Agro Industries & Infrast	279.85895
519479	Omega Ag-Seeds (Punjab) ltd.	79.04000
519481	Mihijam Vanaspati Ltd.	50.00000
519483	Tai Industries Ltd.	60.00000
519485	Kohinoor Techno Engineers Limi	41.83402
519489	Shri Anjaney Agro Foods Ltd.	39.00000
519491	Ocean Agro (India) Limited	67.44900
519494	N.K.Industries Ltd.	60.09900
519496	Trans Techno Foods Ltd.	211.20000
519500	BKV Industries Ltd.	154.48584
519506	NCC Bluewater Products Ltd.	77.50000
519514	Rajesh Solvex Ltd.	54.99900
519528	Norben Tea & Exports Ltd	117.50000
519532	Asian Tea & Exports Ltd.	100.00000
519536	Agri Marine Exports Ltd.	49.30000
519538	Indo-French Biotech Enterprise	321.20000
519546	Kengold (India) Ltd.	95.15250
519552	Heritage Foods Limited	231.99000
519560	Neha International Ltd.	283.79568
519566	Simran Farms Ltd.	37.91700
519570	Lakshmi Overseas Industries Lt	699.70000
519574	Hindustan Agrigenetics Ltd.	44.00000
519580	Hanuman Tea Co. Ltd.	30.30000
519586	Smilax Industries Limited	123.00400
519588	DFM Foods Ltd.	100.01676
519600	CCL Products (India) Ltd.	1330.27920
519602	Kellton Tech Solutions Ltd.	471.44573
519604	Suryo Foods & Industries Ltd.	39.60000
519606	Integrated Proteins Ltd.	36.75200
519610	Suncity Industries Ltd	71.30000
519612	Mahaan Foods Ltd.	35.00700
520003	Vybra Automet Ltd.	129.37000
520008	RICO Auto Industries Ltd.	1352.85000
520021	Omax Autos Ltd.	213.88213
520043	Munjal Showa Ltd.	399.95000
520051	Jamna Auto Industries Ltd.	796.82776
520056	Sundaram Clayton Ltd.	202.32085
520057	Sona Koyo Steering Systems Ltd	1986.27702
520059	Munjal Auto Industries Ltd.	500.00000
520066	Jay Bharat Maruti Ltd.	216.50000
520073	RACL Geartech Limited	99.31600
520075	Samkrg Pistons and Rings Ltd.	98.20500
520077	Amtek Auto Ltd	2482.55428
520081	East Coast Steel Ltd	53.96468
520086	Sical Logistics Limited	556.01694
520111	Ratnamani Metals & Tubes Ltd	467.28000
520113	Vesuvius India Ltd.	202.96080
520115	Brakes Auto (India) Ltd.	209.65700
520119	Automotive Stampings and Assem	158.64397
520121	Arcee Indusrtries ltd.	51.38777
520123	ABC India Ltd.	54.17232
520127	Balurghat Technologies Ltd.	182.00000
520131	Coastal Roadways Ltd.	41.46565
520133	Alang Marine Ltd.	60.10000
520139	Jagson Airlines Ltd.	201.68980
520141	Sibar Auto Parts Ltd.	95.35100
520149	Mafatlal Lubricants Ltd.	100.00000
520151	Shreyas Shipping And Logistics	219.57533
520155	Starlog Enterprises Limited	128.20200
521003	Shiva Suitings Ltd.	15.50395
521005	Indovation Technologies Limite	24.74579
521009	Niwas Spinning Mills Ltd.	140.89393
521014	Eurotex Industries & Exports L	87.49865
521016	Indo Count Industries Ltd	1973.99670
521018	Maral Overseas Ltd.	415.08000
521022	Suryajyoti Spinning Mills Ltd.	196.56164
521028	Veena Textile Ltd	80.30000
521030	Nakoda Limited	3000.00000
521034	Soma Textile & Industries Ltd	330.33000
521036	Source Industries (India) Ltd	114.03110
521038	Tamilnadu Jaibharat Mills Ltd	138.00000
521046	Vanasthali Textile Industries 	198.12500
521048	Advance Lifestyles Ltd.	31.12875
521052	Salem Textiles Limited	66.00000
521054	Kakatiya Textiles Ltd.	58.10600
521062	Perfect-Octave Media Projects 	347.00100
521064	Trident Ltd	5095.79260
521068	Hisar Spinning Mills Ltd	37.35000
521070	Alok Industries Ltd.	13773.17895
521076	Amit Spinning Industries Ltd.	411.69667
521080	Pasari Spinning Mills Ltd.	120.00000
521082	Spentex Industries Ltd.	897.72035
521097	Amarjothi Spinning Mills Ltd	67.50000
521099	Emtex Industries (I) Ltd.	51.50000
521105	Olympia Industries Ltd.	50.78570
521107	Sajjan Textiles Mills Ltd.	70.00000
521109	Nagreeka Exports Ltd.	124.99700
521113	Suditi Industries Ltd.	167.63233
521119	Sri Malini Spinning Mills Ltd.	56.77500
521125	D.R.Industries Ltd.	99.30000
521127	Khator Fibre & Fabrics Ltd.	42.50000
521129	Gujarat Texspin Ltd.	115.10000
521131	Shree Bhavya Fabrics Limited	95.00000
521133	Gem Spinners India Ltd	613.71990
521135	Vijaykumar Mills Ltd.	47.10000
521137	Eureka Industries Ltd.	87.50000
521139	Mahaganesh Texpro Ltd	62.50000
521141	Aditya Spinners Ltd.	167.40888
521149	Prime Urban Development India 	266.43600
521151	Dhanlaxmi Fabrics Ltd.	85.81100
521159	Persian Carpet & Textiles ltd.	31.90000
521161	Sri Lakshmi Saraswathi Textile	33.32750
521163	Zodiac Clothing Co. Ltd.	195.19974
521167	Frontline Business Solutions L	213.24078
521176	Gangotri Textiles Ltd.	326.14634
521178	Sri Ramakrishna Mills (Coimbat	71.18330
521180	Super Spinning Mills Ltd.	550.00000
521182	Seasons Furnishings Ltd.	73.93900
521188	United Textiles Ltd.	30.00000
521192	NEPC Textiles Ltd.	149.39038
521194	SIL Investments Ltd	105.95860
521196	Ravi Spinning Limited	37.00000
521200	Suryalakshmi Cotton Mills Ltd.	166.72290
521206	Samtex Fashions Ltd.	745.00000
521210	Cityman Limited	117.01100
521216	Dhanalaxmi Roto Spinners Ltd.	39.00300
521220	Damodar Industries Limited	111.25812
521222	Sanblue Corporation Limited	49.99575
521226	Uniroyal Industries Ltd	82.68720
521228	Tatia Global Vennture Limited	1516.20000
521230	Goldwon Textiles Ltd.	65.72500
521232	Sunil Industries Ltd.	42.00000
521234	Sri Nachammai Cotton Mills Ltd	43.00000
521236	Sri Ganapathy Mills Co. Ltd.	61.85200
521238	Sequel e-Routers Ltd.	5.59600
521240	Sambandam Spinning Mills Ltd.	42.64600
521242	Kandagiri Spinning Mills Ltd.	38.49250
521244	Chitradurga Spintex Ltd.	4.61030
521246	Paras Petrofils Ltd.	3342.21000
521248	Kitex Garmenets Ltd.	475.00000
521252	Radhika Spinning Mills Ltd.	54.10000
522001	Cranex Ltd.	50.00000
522004	Batliboi Ltd	287.15883
522005	Austin Engineering Co. Ltd.	34.77800
522014	United Drilling Tools Ltd.	102.28413
522015	VCCL Ltd.	48.00007
522017	Fluidomat Ltd.	49.27000
522027	Ema India Ltd.	10.05000
522029	Windsor Machines Limited	649.31800
522034	Shanthi Gears Ltd.	817.15853
522036	Miven Machine Tools Ltd.	30.03500
522042	S.M. Energy Teknik & Electroni	123.12000
522056	Sachs India Ltd.	80.00000
522059	Indage Vintners Ltd	152.67621
522064	Honda Siel Power Products Ltd.	101.43071
522073	The Hi-Tech Gears Limited	187.68000
522074	Elgi Equipments Ltd.	1584.54508
522080	Terruzzi Fercalx India Limited	95.00000
522085	Stone India Ltd.	95.96499
522091	United Van Der Horst Ltd.	39.95500
522099	Inducon India Limited	10.00000
522101	Kilburn Engineering Ltd	132.55768
522105	Birla Precision Technologies L	526.51756
522108	Yuken India Ltd.	30.00000
522113	Timken India Ltd	679.99984
522122	Voith Paper Fabrics India Ltd	43.92559
522134	Artson Engineering Ltd	369.20000
522136	Bhageeratha Engg. Ltd	78.18100
522142	Techno Forge Limited	43.10000
522150	Aditya Forge Ltd	43.08600
522152	Solitaire Machine Tools Ltd	45.42200
522157	Banka (India) Ltd.	42.50000
522163	Diamond Power Infrastructure L	2697.10679
522165	Indsil Hydro Power and Mangane	158.86792
522171	TMT (India) ltd.	49.53800
522175	SVOGL Oil Gas and Energy Limit	979.87331
522183	ITL Industries Ltd.	32.97300
522189	KND Engeneering Technologies L	37.88277
522195	Frontier Springs Ltd.	39.38511
522199	Monozyme India Ltd.	63.88000
522203	Chain Impex Ltd.	37.00000
522205	Praj Industries Ltd.	1795.03348
522207	Rasandik Engg. Industries Indi	47.25000
522209	Yogi Sung-won (India) Ltd.	168.45800
522215	Swiss Glasscoat Equipments Ltd	65.00000
522217	Gujarat Apollo Industries Ltd.	136.60000
522229	Taneja Aerospace & Aviation Lt	249.30736
522231	Conart Engineers Ltd.	30.00000
522233	VHCL Industries Limited	2574.07880
522235	Minal Industries Limited	1919.00650
522237	Shivagrico Implements Ltd.	50.13600
522241	M.M.Forgings Ltd.	120.70400
522245	Iykot Hitech Toolroom Ltd	60.84000
522249	Mayur Uniquoters ltd.	457.77600
522251	Cenlub Industries Ltd.	41.20000
522257	Rajoo Engineers Ltd.	580.30750
522259	Kalindee Rail Nirman (Engineer	165.07597
522261	Dolphin Offshore Enterprises (	167.72518
522263	JMC Projects (india) Ltd.	335.81034
522267	Veejay Lakshmi Engineering Wor	50.71900
522269	Coventry Spring & Engineering 	52.50000
522271	Union Bearings (India) Ltd.	36.50000
522273	Ahmedabad Steelcraft Ltd.	40.92000
522275	GE T&D India Limited	2560.46535
522279	Satellite Engineering Ltd.	34.20000
522281	Ram Ratna Wires Ltd.	220.00000
522283	Bhilai Engineering Corporation	47.19320
522285	Jayaswal Neco Industries Ltd	6386.33063
522287	Kalpataru Power Transmission L	1534.60570
522289	Ifm Impex Global Ltd.	30.05600
522292	Chandni Textiles Engineering I	161.37263
522294	T & I Global Ltd.	50.67700
522295	Control Print (India) Ltd.	156.72372
522296	S.S.Forgings & Engineering Ltd	78.01100
522298	Micro Forge (India) Ltd.	56.08700
522650	Bemco Hydraulics Ltd.	21.86700
523001	Professional Diamonds Ltd.	20.00000
523007	Ansal Buildwell Ltd.	73.83843
523011	Weizmann Limited.	172.71536
523019	B.N.Rathi Securities Ltd.	50.40000
523021	Rishi Techtex Limited	70.87000
523023	Sinclairs Hotels  Ltd	55.70000
523025	Safari Industries (India) Ltd.	41.50000
523030	Rajdhani Leasing & Ind. Ltd.	15.70000
523031	A.D.S. Diagnostics Ltd.	22.50000
523033	Soundcraft Industries Ltd	810.80000
523051	Dewan Rubber Industries Ltd.	101.37600
523054	Binayak Tex Processors  Ltd.	7.11300
523062	J.J. Finance Corporation Ltd.	28.20000
523069	Prakash Leasing Ltd.	37.80000
523083	Somplast Leather Industries Lt	7.50000
523100	Cosmo Ferrites Ltd.	120.30000
523105	Planter Polysacks Ltd.	1.40000
523113	Futuristic Securities Ltd	19.50000
523116	Sanco Trans Ltd.	18.00000
523120	Ador Multiproducts Ltd	28.64178
523127	EIH Associated Hotels Ltd.	304.68147
523133	Bonanza Industries Ltd	24.27392
523144	Medi-Caps Ltd.	124.69956
523151	Otco International Ltd	25.93624
523160	Morganite Crucible (India) Lim	28.00000
523164	SIP Industries Ltd	46.76415
523168	Ayepee Lamitubes Limited	20.00000
523186	B&A Packaging India Limited	22.10000
523197	Mazda Properties Ltd.	10.00000
523200	Classic Diamonds (India) Ltd.	392.20000
523204	Aban  Offshore Ltd.	583.65323
523207	Kokuyo Camlin Ltd	1003.03806
523209	Nicco-Uco Alliance Credit Ltd.	830.45503
523218	Kilburn Office Automation Ltd.	67.50100
523221	MCS Ltd	52.19282
523222	SRM Energy Limited	90.60000
523229	Bharat Seats Ltd	314.00000
523230	Jalpac India Ltd.	68.90000
523232	Continental Petroleums Ltd.	24.70000
523236	Shrenuj & Co. Ltd.	1929.07258
523242	N.B. Footwear Ltd.	135.00000
523246	Chokhani International Ltd.	327.74150
523248	Machino Plastics Ltd	61.38100
523252	Dewan Tyres Ltd.	74.90000
523260	Pearl Polymers Ltd.	168.34932
523261	Venky's (India) ltd.	140.87336
523269	Advani Hotels & Resorts (India	462.19250
523277	G.V. Films  Ltd.	3686.27833
523283	Superhouse limited	110.25000
523289	Rama Vision Ltd	100.26266
523295	Suman Motels Ltd.	125.00000
523301	TCPL Packaging Limited	87.00000
523309	Shri Gang Industries & Allied 	79.30000
523315	Purity Flex Pack Ltd	7.80000
523317	Narang Industries Limited	56.80000
523319	Balmer Lawrie & Co. Ltd.	1140.02564
523323	Kovai Medical Center & Hospita	109.42262
523329	Eldeco Housing & Ind. Ltd.	19.66600
523333	Polar Pharma India Ltd.	122.70729
523343	Microse India Limited	30.03000
523351	Standard Shoe Sole and Mould (	51.81500
523353	CDR Health Care Ltd.	52.83600
523359	Sharp Industries ltd.	199.52819
523367	DCM Shriram Limited	1624.16137
523369	DCM Shriram Industries Ltd.	173.98437
523371	Mawana Sugars Ltd	391.16864
523373	Mini Diamonds (India) Ltd.	34.50000
523382	Mini Soft Ltd.	99.10000
523384	Maha Rashtra Apex Corporation 	141.50100
523385	Nilkamal Limited	149.22525
523387	Triton Corp. Ltd.	1998.89650
523389	Oxides & Specialities Ltd.	116.69822
523391	Nahar Polyfilms Ltd.	245.87991
523395	3M India Ltd.	112.65070
523398	Johnson Controls-Hitachi Air C	271.90884
523400	Detroit Industries ltd.	37.00000
523405	JM Financial Limited	7945.25114
523407	Lan Eseda Industries Ltd.	771.85400
523411	ADC India Communications Limit	46.00000
523415	Coventry Coil-O-Matic (Haryana	45.08000
523419	Tamilnadu Telecommunications L	456.81000
523425	Sunraj Diamond Exports Ltd.	53.30400
523439	Shaw Wallace Electronics Ltd.	35.00000
523445	Reliance Industrial Infrastruc	151.00000
523447	Alsa Marine & Harvests Ltd	73.10000
523449	Sharp India Ltd	259.44000
523455	Techtran Polylenses Ltd.	150.30000
523457	Linde India Limited	852.84223
523465	Ind Bank Housing Ltd	100.00000
523467	Jai Mata Glass Ltd.	1000.00000
523475	Lotus Chocolate Co. Ltd.	128.41049
523483	Pacific Industries ltd.	13.51500
523489	Chennai Meenakshi Multispecial	74.68920
523519	Universal Office Automation Li	146.52686
523523	Rainbow Papers Ltd.	1062.17300
523537	APM Industries Ltd.	216.11360
523539	Precision Wires India ltd.	231.30446
523544	Monica Electronics Ltd.	43.00000
523550	Krypton Industries Ltd	146.97130
523554	S&S Industries & Enterprises L	127.70000
523558	Network Ltd.	491.48498
523564	Morgan Industries Ltd.	150.00000
523566	Martin Burn Ltd	51.53859
523572	Integrated Rubian Exports Ltd.	38.00000
523574	Future Enterprises Limited	4334.59836
523576	Flawless Diamond (India) Ltd.	1667.80000
523578	Murablack India Ltd	288.80000
