ScripCode,Scrip ID,Scrip Group,ScripName,Close Price,Daily Upper Value,Daily Lower Value,Weekly Upper Value,Weekly Lower Value,Monthly Upper Value,Monthly Lower Value,Quarterly Upper Value,Quarterly Lower Value,Yearly Upper Value,Yearly Lower Value,Final Upper Value,Final Lower Value,Filler1,Filler2,Filler3,Filler4,Filler5
508956,HBLEAS,XT,HB LEASING & FINANCE CO.LTD.,210,220,200,0,0,0,0,405,84,439,1,220,200,,,,,
508961,SHRICON,XT,SHRICON INDUSTRIES LTD.,1749,1836,1662,0,0,0,0,3239,668,3542,1,1836,1662,,,,,
508963,STRLGUA,P,STERLING GUARANTY & FINANCE LT,904,949,859,0,0,0,0,1753,362,2205,1,949,859,,,,,
508969,SULABEN,XD,SULABH ENGINEERS & SERVICES LT,6930,7065,6795,0,0,0,0,12550,5360,31405,5,7065,6795,,,,,
508980,FRONTCAP,XT,FRONTIER CAPITAL LIMITED,372,379,365,0,0,0,0,610,261,721,186,379,365,,,,,
508993,KEDIACN,XT,KEDIA CONSTRUCTION CO.LTD.,466,489,443,0,0,0,0,904,187,1137,1,489,443,,,,,
508996,SATRAPROP,XD,SATRA PROPERTIES (INDIA) LTD.,600,660,540,0,0,0,0,1322,1,2725,1,660,540,,,,,
508998,STEERINTER,XT,STERLING INTERNATIONAL ENTERPR,191,200,182,0,0,0,0,531,1,1169,1,200,182,,,,,
509003,TRANOCE,P,TRANSOCEANIC PROPERTIES LTD.,12,12,12,0,0,0,0,23,5,29,1,13,12,,,,,
509015,THAKRAL,XD,THAKRAL SERVICES (INDIA) LTD.,570,598,542,0,0,0,0,1142,236,2286,1,598,542,,,,,
509026,VJTFEDU,XT,VJTF EDUSERVICES LTD.,5420,5690,5150,0,0,0,0,9745,2010,12930,5,5690,5150,,,,,
509038,VOLLF,XD,VOLTAIRE LEASING & FINANCE LTD,2960,3015,2905,0,0,0,0,5670,2425,7275,1875,3015,2905,,,,,
509040,NETLINK,Z,NETLINK SOLUTIONS (INDIA) LTD.,1367,1435,1299,0,0,0,0,1579,326,1415,1,1415,1299,,,,,
509046,ZLEENCON,P,LEENA CONSULTANCY LTD.,1279,1342,1216,0,0,0,0,2481,512,3120,1,1342,1216,,,,,
509048,LANCORHOL,XC,LANCOR HOLDINGS LTD.,3615,4335,2895,0,0,0,0,9215,5,13840,5,4335,2895,,,,,
509051,INDINFO,XT,INDIAN INFOTECH & SOFTWARE LTD,19,19,19,0,0,0,0,46,10,103,1,20,19,,,,,
509053,BANASFN,XT,BANAS FINANCE LTD.,59,61,57,0,0,0,0,97,20,143,1,61,57,,,,,
509073,HATHWAYB,XT,HATHWAY BHAWANI CABLETEL & DAT,436,457,415,0,0,0,0,750,155,973,1,457,415,,,,,
509084,PHOTON,XT,PHOTON CAPITAL ADVISORS LTD.,1885,1975,1795,0,0,0,0,2760,570,1880,5,1885,1795,,,,,
509099,OSWALEA,P,OSWAL LEASING LTD.,1085,1139,1031,0,0,0,0,2104,434,2647,1,1139,1031,,,,,
509148,GOVINDRU,XD,GOVIND RUBBER LTD.,3015,3615,2415,0,0,0,0,11285,5,10580,5,3615,2415,,,,,
509162,INDAG,XC,INDAG RUBBER LTD.,20355,24425,16285,0,0,0,0,67915,5,96230,5,24425,16285,,,,,
509196,MMRUBBR-B,P,MM RUBBER COMPANY LTD.,1780,1865,1695,0,0,0,0,4780,990,3400,5,1865,1695,,,,,
509438,BENARAS,XT,BENARES HOTELS LTD.,120310,126325,114295,0,0,0,0,242885,50080,269620,5,126325,114295,,,,,
509449,BHAGWOX,XT,BHAGWATI OXYGEN LTD.,4065,4265,3865,0,0,0,0,7740,1600,6230,5,4265,3865,,,,,
509470,BOMOXY-B1,P,BOMBAY OXYGEN CORPORATION LTD.,568050,596450,539650,0,0,0,0,1102015,227220,1320040,5,596450,539650,,,,,
509472,CRAVATEX,XT,CRAVATEX LTD.,34500,36225,32775,0,0,0,0,84425,5,118045,5,36225,32775,,,,,
509486,CAPRIHANS,XC,CAPRIHANS INDIA LTD.,10110,12130,8090,0,0,0,0,32895,5,48605,5,12130,8090,,,,,
509546,GRAVISSHO,XC,GRAVISS HOSPITALITY LTD.,1650,1730,1570,0,0,0,0,4935,1020,5610,5,1730,1570,,,,,
509563,GARWAMAR,XT,GARWARE MARINE INDUSTRIES LTD.,741,778,704,0,0,0,0,1716,354,3025,1,778,704,,,,,
509597,HARDCAS,XD,HARDCASTLE & WAUD MFG.CO.LTD.,29445,30915,27975,0,0,0,0,57460,11850,158845,5,30915,27975,,,,,
509650,ZHINDHSG,XT,HINDUSTAN HOUSING CO.LTD.,3135,3195,3075,0,0,0,0,5140,2195,6080,1570,3195,3075,,,,,
509709,INTLCONV,XC,INTERNATIONAL CONVEYORS LTD.,2350,2585,2115,0,0,0,0,4445,5,10825,5,2585,2115,,,,,
509760,MODRNSH,XD,MODERN SHARES & STOCKBROKERS L,1575,1650,1500,0,0,0,0,4750,980,3295,5,1650,1500,,,,,
509835,PREMSYN,XT,PREMIER SYNTHETICS LTD.,4410,4495,4325,0,0,0,0,4410,910,6560,5,4410,4325,,,,,
509845,RJSHAH,P,R.J.SHAH & CO.LTD.,28400,29820,26980,0,0,0,0,55095,11360,69295,5,29820,26980,,,,,
509870,SHAHCON,P,SHAH CONSTRUCTION CO.LTD.,5250,5510,4990,0,0,0,0,10185,2100,12810,5,5510,4990,,,,,
509887,SINNAR,P,SINNAR BIDI UDYOG LTD.,42100,44205,39995,0,0,0,0,81670,16840,97840,5,44205,39995,,,,,
509895,HINDMILL,XD,HINDOOSTAN MILLS LTD.,35600,37380,33820,0,0,0,0,79360,5,206555,5,37380,33820,,,,,
509910,ZSOUTGAS,P,SOUTHERN GAS LTD.,14490,14775,14205,0,0,0,0,28110,5800,35355,5,14775,14205,,,,,
509945,THACKER,XT,THACKER & CO.LTD.,41500,43575,39425,0,0,0,0,45780,9440,44160,5,43575,39425,,,,,
509953,TRADWIN,XT,TRADE WINGS LTD.,8360,8775,7945,0,0,0,0,15360,3170,22690,5,8775,7945,,,,,
510245,SWASTIVI,XD,SWASTI VINAYAKA SYNTHETICS LTD,373,447,299,0,0,0,0,1022,1,1218,1,447,299,,,,,
511000,MADHUSE,XT,MADHUSUDAN SECURITIES LTD.,1600,1630,1570,0,0,0,0,3735,1600,15980,5,1630,1600,,,,,
511012,YAMNINV,XT,YAMINI INVESTMENTS COMPANY LTD,2360,2405,2315,0,0,0,0,5515,2360,20235,5,2405,2360,,,,,
511018,ZMILGFIN,P,MILGRAY FINANCE & INVESTMENT L,1214,1274,1154,0,0,0,0,2244,463,2823,1,1274,1154,,,,,
511024,ZSUBWAYF,XT,SUBWAY FINANCE & INVESTMENT CO,876,893,859,0,0,0,0,1408,602,1635,422,893,859,,,,,
511064,APLAYA,XT,Aplaya Creations Limited,970,1018,922,0,0,0,0,2525,521,13536,1,1018,922,,,,,
511066,SAKTHIFIN,XC,SAKTHI FINANCE LTD.,3290,3945,2635,0,0,0,0,10420,5,20205,5,3945,2635,,,,,
511074,WEIZFIN,Z,WEIZMANN FINCORP LTD.,24340,24825,23855,0,0,0,0,39915,17040,47215,12170,24825,23855,,,,,
511076,SATINDLTD,XT,SAT INDUSTRIES LTD.,2995,3140,2850,0,0,0,0,4760,985,6665,5,3140,2850,,,,,
511092,JMDTELEFILM,XD,JMD TELEFILMS INDUSTRIES LTD.,304,310,298,0,0,0,0,490,210,329,85,310,298,,,,,
511096,TVOLCON,P,TIVOLI CONSTRUCTION LTD.,1200,1260,1140,0,0,0,0,2328,480,2928,1,1260,1140,,,,,
511110,VBDESAI,XD,V.B.DESAI FINANCIAL SERVICES L,903,948,858,0,0,0,0,2182,450,2078,1,948,858,,,,,
511116,QUADRANT,XC,QUADRANT TELEVENTURES LIMITED,287,344,230,0,0,0,0,1008,1,1659,1,344,230,,,,,
511122,1STCUS,XT,FIRST CUSTODIAN FUND (INDIA) L,2400,2445,2355,0,0,0,0,2695,560,2930,5,2445,2355,,,,,
511131,KAMANWALA,XT,KAMANWALA HOUSING CONSTRUCTION,1325,1390,1260,0,0,0,0,3225,5,8375,5,1390,1260,,,,,
511138,KOTHARIFIN,XT,KOTHARI WORLD FINANCE LTD.,5500,5775,5225,0,0,0,0,11685,2410,20740,5,5775,5225,,,,,
511139,BAJRFIN,XT,BAJRANG FINANCE LTD.,1197,1256,1138,0,0,0,0,2322,479,2920,1,1256,1138,,,,,
511144,ASYAINFO,XD,ASYA INFOSOFT LIMITED,4210,5050,3370,0,0,0,0,17365,5,24480,5,5050,3370,,,,,
511147,WSFIN,XD,WALL STREET FINANCE LTD.,2410,2650,2170,0,0,0,0,5810,5,8425,5,2650,2170,,,,,
511149,REMITR,XT,REMI SECURITIES LTD.,1320,1346,1294,0,0,0,0,2164,924,2560,660,1346,1294,,,,,
511153,ANJANIFOODS,XT,Anjani Foods Limited,1880,1970,1790,0,0,0,0,3645,755,1880,5,1880,1790,,,,,
511169,HIMALFD,P,HIMALCHULI FOOD PRODUCTS LTD.,1150,1207,1093,0,0,0,0,2231,460,2806,1,1207,1093,,,,,
511176,PARSHWANA,XT,PARSHWANATH CORPORATION LTD.,1800,1890,1710,0,0,0,0,3330,690,2440,5,1890,1710,,,,,
511185,SURYAKR,XT,SURYAKRIPA FINANCE LTD.,561,589,533,0,0,0,0,1088,225,1244,1,589,533,,,,,
511187,MILLENNIUM,XD,Millennium Online Solutions (India) Ltd.,92,96,88,0,0,0,0,329,68,448,1,96,88,,,,,
511200,MUNCAPM,XT,MUNOTH CAPITAL MARKET LTD.,7000,7350,6650,0,0,0,0,13580,2800,19555,5,7350,6650,,,,,
511254,SAGARSYST,P,SAGAR SYSTECH LTD.,6500,6825,6175,0,0,0,0,12610,2600,15860,5,6825,6175,,,,,
511276,MEFCOM,XD,MEFCOM AGRO INDUSTRIES LTD.,661,694,628,0,0,0,0,1276,264,661,1,661,628,,,,,
511355,INDCEMCAP,XD,INDIA CEMENTS CAPITAL LTD.,456,478,434,0,0,0,0,599,124,988,1,478,434,,,,,
511359,ADMANUM,XD,AD-MANUM FINANCE LTD.,3020,3170,2870,0,0,0,0,5225,1080,7075,5,3170,2870,,,,,
511367,MEGLON,XT,MEGLON INFRA-REAL (INDIA) LTD.,1580,1655,1505,0,0,0,0,2820,585,3110,5,1655,1505,,,,,
511377,MEHIF,XT,MEHTA INTEGRATED FINANCE LTD.,357,374,340,0,0,0,0,1039,215,610,1,374,340,,,,,
511391,INTRGLB,XT,INTER GLOBE FINANCE LTD.,3995,4190,3800,0,0,0,0,4790,990,4125,5,4125,3800,,,,,
511401,MUNOTHI,XD,MUNOTH INVESTMENTS LTD.,201,211,191,0,0,0,0,339,70,314,1,211,191,,,,,
511411,SHRISTI,XC,SHRISTI INFRASTRUCTURE DEVELOP,32990,39585,26395,0,0,0,0,116900,5,157105,5,39585,26395,,,,,
511441,GUJCRED,XT,GUJARAT CREDIT CORPORATION LTD,2475,2520,2430,0,0,0,0,2925,1250,5025,5,2520,2430,,,,,
511447,SYLPH,XD,SYLPH TECHNOLOGIES LTD.,544,554,534,0,0,0,0,544,233,619,1,544,534,,,,,
511451,DHARFIN,XT,DHARANI FINANCE LTD.,790,829,751,0,0,0,0,923,191,1293,1,829,751,,,,,
511463,ALEXANDER,XD,Alexander Stamps And Coin Limited,3725,3910,3540,0,0,0,0,9960,2055,35085,5,3910,3540,,,,,
511493,VCKCAP,XT,VCK CAPITAL MARKET SERVICES LT,100,105,95,0,0,0,0,203,42,361,1,105,95,,,,,
511501,BHARAT,XD,BHARAT BHUSHAN SHARE & COMMODI,1371,1439,1303,0,0,0,0,2648,546,4351,1,1439,1303,,,,,
511507,USHAKIRA,XT,USHAKIRAN FINANCE LTD.,455,477,433,0,0,0,0,874,181,1454,1,477,433,,,,,
511509,VIVOBIOT,XT,VIVO BIO TECH LTD.,9525,10000,9050,0,0,0,0,19400,4000,10000,5,10000,9050,,,,,
511523,VEERHEALTH,XD,VEERHEALTH CARE LIMITED,1197,1256,1138,0,0,0,0,2817,1,8051,1,1256,1138,,,,,
511533,SAHARAHOUS,XD,SAHARA HOUSINGFINA CORPORATION,6015,7215,4815,0,0,0,0,24395,5,40280,5,7215,4815,,,,,
511535,NDASEC,XD,NDA SECURITIES LTD.,1250,1312,1188,0,0,0,0,2522,520,3172,1,1312,1188,,,,,
511539,SUPRATRE,XT,SUPRA TRENDS LIMITED,2475,2595,2355,0,0,0,0,4865,1005,2510,5,2510,2355,,,,,
511543,GSBFIN,XD,GSB FINANCE LTD.,975,1023,927,0,0,0,0,1806,373,1729,1,1023,927,,,,,
511549,MORARKFI,XD,MORARKA FINANCE LTD.,2315,2430,2200,0,0,0,0,4490,930,2315,5,2315,2200,,,,,
511551,MONARCH,XD,Monarch Networth Capital Limited,4315,4530,4100,0,0,0,0,10530,5,19120,5,4530,4100,,,,,
511557,PROFINC,XT,PRO FIN CAPITAL SERVICES LTD.,20550,21575,19525,0,0,0,0,28285,5835,33330,5,21575,19525,,,,,
511571,SODFC,XT,SOM DATT FINANCE CORPORATION L,656,688,624,0,0,0,0,1127,233,880,1,688,624,,,,,
511577,SAVFI,XT,SAVANI FINANCIALS LTD.,1191,1250,1132,0,0,0,0,2648,546,1708,1,1250,1132,,,,,
511585,REGTRUS,XD,REGENCY TRUST LTD.,277,282,272,0,0,0,0,277,119,438,113,277,272,,,,,
511589,AVONMORE,XD,AVONMORE CAPITAL & MANAGEMENT ,1100,1320,880,0,0,0,0,4091,1,4977,1,1320,880,,,,,
511593,LIBORDFIN,XT,LIBORD FINANCE LTD,950,997,903,0,0,0,0,1610,332,2928,1,997,903,,,,,
511597,PALSOFT,XT,PALSOFT INFOSYSTEMS LTD.,976,1024,928,0,0,0,0,1844,381,976,1,976,928,,,,,
511601,YASHMGM,XD,YASH MANAGEMENT & SATELLITE LT,813,853,773,0,0,0,0,1583,327,1202,1,853,773,,,,,
511605,ARIHCAPM,XC,ARIHANT CAPITAL MARKETS LTD.,6100,7320,4880,0,0,0,0,19070,5,30735,5,7320,4880,,,,,
511609,ISLCONSUL,XD,ISL CONSULTING LTD.,2040,2140,1940,0,0,0,0,4470,925,4550,5,2140,1940,,,,,
511626,RRFIN,XD,RR FINANCIAL CONSULTANTS LTD.,1460,1533,1387,0,0,0,0,3433,708,2432,1,1533,1387,,,,,
511628,IMCAP,XD,IM+ CAPITALS LIMITED,6140,6445,5835,0,0,0,0,9205,1900,23390,5,6445,5835,,,,,
